return_id,order_id,return_date,return_reason,refund_amount
R0012059,O00116484,2026-06-13,Customer Changed Mind,282.5
R0012060,O00182167,2025-09-24,Customer Changed Mind,427.2
R0012061,O00415721,2025-09-15,Wrong Item,387.17
R0012062,O00240029,2026-08-03,Damaged Product,15.47
R0012063,O00038624,2025-11-16,Damaged Product,274.07
R0012064,O00224208,2026-01-19,Customer Changed Mind,461.57
R0012065,O00077405,2026-03-22,Wrong Item,74.88
R0012066,O00003689,2026-02-24,Wrong Item,474.72
R0012067,O00094636,2025-11-27,Late Delivery,111.14
R0012068,O00489873,2025-09-12,Damaged Product,371.13
R0012069,O00221306,2026-01-04,Wrong Item,133.02
R0012070,O00078418,2025-09-01,Customer Changed Mind,171.88
R0012071,O00470513,2025-09-30,Customer Changed Mind,100.87
R0012072,O00077665,2025-10-05,Wrong Item,388.38
R0012073,O00189241,2025-12-19,Damaged Product,284.06
R0012074,O00440142,2026-07-27,Damaged Product,196.65
R0012075,O00411535,2026-08-23,Wrong Item,220.14
R0012076,O00266513,2026-06-19,Customer Changed Mind,53.02
R0012077,O00229346,2025-11-14,Customer Changed Mind,339.09
R0012078,O00351059,2026-07-01,Wrong Item,310.76
R0012079,O00208425,2026-08-02,Late Delivery,367.87
R0012080,O00189196,2025-10-20,Damaged Product,287.59
R0012081,O00441707,2026-01-15,Customer Changed Mind,374.62
R0012082,O00255332,2025-09-17,Damaged Product,64.16
R0012083,O00012047,2026-04-07,Late Delivery,154.38
R0012084,O00362035,2026-01-17,Damaged Product,309.86
R0012085,O00024777,2025-11-12,Late Delivery,271.82
R0012086,O00270448,2026-01-11,Customer Changed Mind,111.92
R0012087,O00251269,2026-05-07,Customer Changed Mind,249.38
R0012088,O00440112,2026-04-25,Damaged Product,473.79
R0012089,O00013889,2025-12-08,Late Delivery,192.97
R0012090,O00279545,2025-08-25,Wrong Item,270.36
R0012091,O00317016,2026-07-15,Damaged Product,347.94
R0012092,O00172445,2026-08-18,Wrong Item,433.79
R0012093,O00271489,2026-04-17,Damaged Product,293.45
R0012094,O00097080,2026-08-20,Wrong Item,109.59
R0012095,O00216977,2025-10-16,Late Delivery,301.4
R0012096,O00334649,2025-12-06,Wrong Item,121.0
R0012097,O00413056,2026-01-23,Wrong Item,444.42
R0012098,O00433962,2026-03-17,Customer Changed Mind,40.36
R0012099,O00411495,2026-04-24,Customer Changed Mind,84.0
R0012100,O00454682,2026-08-17,Late Delivery,98.57
R0012101,O00093323,2026-01-19,Late Delivery,28.36
R0012102,O00310601,2026-06-14,Customer Changed Mind,178.22
R0012103,O00010442,2026-05-22,Damaged Product,297.36
R0012104,O00286396,2026-04-08,Late Delivery,184.51
R0012105,O00437511,2025-08-30,Customer Changed Mind,244.73
R0012106,O00483824,2026-07-14,Late Delivery,132.2
R0012107,O00475509,2025-12-02,Damaged Product,325.81
R0012108,O00116788,2025-10-10,Late Delivery,241.12
R0012109,O00285302,2026-06-03,Customer Changed Mind,82.64
R0012110,O00133961,2026-06-14,Damaged Product,246.29
R0012111,O00425699,2025-08-27,Customer Changed Mind,137.96
R0012112,O00186224,2025-10-14,Damaged Product,304.24
R0012113,O00095811,2026-02-17,Wrong Item,467.26
R0012114,O00061517,2026-05-25,Late Delivery,237.59
R0012115,O00440599,2026-08-18,Customer Changed Mind,373.45
R0012116,O00498996,2026-01-15,Late Delivery,473.4
R0012117,O00087085,2025-10-23,Late Delivery,324.13
R0012118,O00141923,2026-05-14,Damaged Product,484.22
R0012119,O00144741,2026-07-26,Customer Changed Mind,306.75
R0012120,O00385007,2025-12-12,Damaged Product,453.85
R0012121,O00499527,2026-04-04,Wrong Item,484.84
R0012122,O00230053,2025-11-24,Late Delivery,231.52
R0012123,O00280034,2026-06-03,Damaged Product,142.92
R0012124,O00287845,2026-05-19,Damaged Product,98.41
R0012125,O00118753,2026-05-02,Late Delivery,24.9
R0012126,O00448626,2025-10-22,Late Delivery,370.04
R0012127,O00438874,2026-07-29,Damaged Product,104.68
R0012128,O00123568,2026-02-10,Wrong Item,241.36
R0012129,O00365255,2026-03-03,Wrong Item,299.28
R0012130,O00014886,2026-03-01,Damaged Product,263.99
R0012131,O00023808,2025-09-03,Wrong Item,203.69
R0012132,O00300525,2026-05-22,Wrong Item,365.99
R0012133,O00051472,2025-10-20,Late Delivery,185.54
R0012134,O00487705,2025-10-22,Wrong Item,330.15
R0012135,O00062213,2025-10-18,Late Delivery,215.19
R0012136,O00375374,2026-04-20,Damaged Product,291.38
R0012137,O00257538,2025-12-17,Late Delivery,291.03
R0012138,O00451258,2026-08-10,Damaged Product,78.73
R0012139,O00026955,2025-10-04,Damaged Product,138.57
R0012140,O00153493,2026-07-22,Late Delivery,452.48
R0012141,O00088942,2026-03-02,Damaged Product,403.66
R0012142,O00130727,2025-11-09,Damaged Product,468.14
R0012143,O00376447,2026-06-27,Late Delivery,152.37
R0012144,O00358481,2025-11-12,Late Delivery,99.93
R0012145,O00484028,2025-10-07,Wrong Item,100.38
R0012146,O00076965,2025-11-23,Customer Changed Mind,440.23
R0012147,O00034220,2026-03-09,Late Delivery,41.78
R0012148,O00408191,2025-10-23,Customer Changed Mind,185.42
R0012149,O00456864,2026-08-23,Damaged Product,38.49
R0012150,O00072376,2025-11-20,Customer Changed Mind,472.26
R0012151,O00002228,2026-02-06,Customer Changed Mind,492.47
R0012152,O00391763,2025-10-12,Wrong Item,358.99
R0012153,O00369830,2025-12-30,Late Delivery,108.29
R0012154,O00406239,2026-08-13,Late Delivery,389.18
R0012155,O00351975,2026-06-10,Customer Changed Mind,39.82
R0012156,O00224374,2025-09-02,Customer Changed Mind,266.73
R0012157,O00291493,2025-10-17,Late Delivery,463.03
R0012158,O00174937,2026-03-25,Late Delivery,327.89
R0012159,O00178788,2026-05-13,Damaged Product,283.37
R0012160,O00025576,2026-03-09,Damaged Product,196.73
R0012161,O00135473,2026-06-01,Late Delivery,13.71
R0012162,O00351164,2026-01-06,Late Delivery,173.26
R0012163,O00477236,2026-05-26,Late Delivery,255.49
R0012164,O00468731,2025-12-09,Wrong Item,87.78
R0012165,O00483271,2025-10-17,Customer Changed Mind,23.35
R0012166,O00028474,2026-07-08,Wrong Item,74.23
R0012167,O00329689,2026-07-19,Customer Changed Mind,55.54
R0012168,O00317778,2026-07-16,Damaged Product,482.65
R0012169,O00348198,2026-04-04,Customer Changed Mind,31.17
R0012170,O00042921,2026-04-08,Customer Changed Mind,315.59
R0012171,O00380820,2026-08-24,Customer Changed Mind,11.42
R0012172,O00274902,2026-08-21,Damaged Product,388.41
R0012173,O00010706,2025-10-03,Late Delivery,36.89
R0012174,O00413337,2026-08-09,Damaged Product,242.88
R0012175,O00240272,2025-09-11,Wrong Item,203.46
R0012176,O00143849,2026-01-31,Wrong Item,51.98
R0012177,O00115938,2026-03-25,Wrong Item,216.17
R0012178,O00232472,2025-11-16,Damaged Product,298.6
R0012179,O00315918,2026-07-08,Wrong Item,275.23
R0012180,O00002417,2025-11-21,Wrong Item,118.51
R0012181,O00188602,2026-01-07,Late Delivery,38.16
R0012182,O00443241,2025-12-18,Late Delivery,45.39
R0012183,O00266824,2025-09-03,Wrong Item,140.16
R0012184,O00018691,2026-07-17,Damaged Product,489.38
R0012185,O00307494,2025-09-05,Late Delivery,162.59
R0012186,O00175633,2026-04-29,Damaged Product,222.61
R0012187,O00367012,2025-12-27,Late Delivery,120.14
R0012188,O00358058,2025-12-19,Customer Changed Mind,309.7
R0012189,O00039459,2025-11-12,Damaged Product,327.43
R0012190,O00384848,2026-01-08,Late Delivery,422.99
R0012191,O00352206,2026-01-14,Customer Changed Mind,339.88
R0012192,O00427016,2026-07-20,Wrong Item,26.95
R0012193,O00408122,2026-08-14,Customer Changed Mind,301.71
R0012194,O00412712,2025-09-11,Late Delivery,220.3
R0012195,O00259367,2026-04-08,Wrong Item,391.71
R0012196,O00204029,2026-04-12,Late Delivery,435.44
R0012197,O00232850,2025-11-08,Customer Changed Mind,106.0
R0012198,O00451616,2026-02-07,Customer Changed Mind,89.6
R0012199,O00124581,2026-01-05,Customer Changed Mind,232.7
R0012200,O00431146,2026-05-13,Late Delivery,382.58
R0012201,O00456909,2026-04-16,Wrong Item,34.85
R0012202,O00371429,2025-10-12,Wrong Item,335.97
R0012203,O00013526,2026-07-03,Customer Changed Mind,227.82
R0012204,O00090033,2026-04-07,Wrong Item,320.56
R0012205,O00459476,2025-09-19,Wrong Item,465.22
R0012206,O00486277,2026-08-17,Wrong Item,224.21
R0012207,O00076756,2026-08-24,Damaged Product,305.97
R0012208,O00327469,2026-08-22,Damaged Product,305.63
R0012209,O00355203,2026-02-07,Late Delivery,283.53
R0012210,O00477615,2026-06-08,Wrong Item,250.0
R0012211,O00021883,2025-10-07,Late Delivery,384.24
R0012212,O00310284,2026-01-02,Late Delivery,451.06
R0012213,O00028840,2026-01-06,Damaged Product,435.32
R0012214,O00477437,2025-12-28,Customer Changed Mind,306.38
R0012215,O00275628,2026-06-22,Damaged Product,276.88
R0012216,O00323473,2026-07-20,Customer Changed Mind,240.58
R0012217,O00162053,2025-11-22,Customer Changed Mind,133.45
R0012218,O00156978,2025-10-20,Late Delivery,303.86
R0012219,O00038644,2026-05-23,Late Delivery,442.36
R0012220,O00072822,2026-01-20,Late Delivery,313.96
R0012221,O00017293,2026-08-23,Customer Changed Mind,289.93
R0012222,O00446013,2025-11-16,Customer Changed Mind,167.23
R0012223,O00119758,2026-01-07,Damaged Product,104.67
R0012224,O00324253,2025-09-26,Customer Changed Mind,89.94
R0012225,O00049039,2026-05-22,Customer Changed Mind,293.67
R0012226,O00224650,2026-01-03,Late Delivery,452.39
R0012227,O00475537,2026-08-11,Wrong Item,480.73
R0012228,O00034125,2026-02-27,Late Delivery,145.25
R0012229,O00305473,2026-04-10,Wrong Item,476.78
R0012230,O00356530,2025-11-01,Customer Changed Mind,68.87
R0012231,O00105130,2026-05-30,Late Delivery,483.05
R0012232,O00153784,2026-05-14,Damaged Product,426.78
R0012233,O00125250,2025-12-02,Wrong Item,89.61
R0012234,O00031985,2026-02-12,Customer Changed Mind,495.68
R0012235,O00117234,2025-10-04,Wrong Item,497.77
R0012236,O00137591,2026-08-11,Late Delivery,328.7
R0012237,O00446914,2026-02-17,Damaged Product,442.81
R0012238,O00024824,2025-11-28,Damaged Product,148.56
R0012239,O00478140,2026-02-17,Wrong Item,195.76
R0012240,O00115760,2026-01-21,Wrong Item,312.33
R0012241,O00475565,2026-01-06,Wrong Item,50.85
R0012242,O00137368,2026-05-27,Wrong Item,118.16
R0012243,O00205253,2026-02-17,Wrong Item,215.85
R0012244,O00375990,2026-04-03,Wrong Item,436.55
R0012245,O00154939,2025-11-09,Customer Changed Mind,496.24
R0012246,O00357004,2025-10-31,Wrong Item,390.09
R0012247,O00269950,2026-04-18,Wrong Item,203.54
R0012248,O00097468,2026-05-03,Late Delivery,245.06
R0012249,O00058935,2026-01-25,Customer Changed Mind,259.28
R0012250,O00241216,2026-02-16,Customer Changed Mind,30.29
R0012251,O00328368,2026-01-02,Wrong Item,325.3
R0012252,O00360242,2026-07-19,Wrong Item,32.52
R0012253,O00108091,2025-12-28,Customer Changed Mind,411.49
R0012254,O00332938,2026-07-25,Damaged Product,417.29
R0012255,O00161125,2026-02-06,Damaged Product,177.56
R0012256,O00030849,2026-08-06,Damaged Product,258.19
R0012257,O00183130,2026-07-23,Damaged Product,43.9
R0012258,O00296500,2026-01-16,Late Delivery,136.13
R0012259,O00174788,2025-12-31,Wrong Item,452.13
R0012260,O00322418,2026-02-09,Damaged Product,53.96
R0012261,O00103855,2026-01-22,Customer Changed Mind,380.43
R0012262,O00465213,2026-04-11,Late Delivery,292.4
R0012263,O00135342,2026-02-28,Wrong Item,464.42
R0012264,O00198941,2026-02-24,Late Delivery,314.1
R0012265,O00414229,2025-09-27,Customer Changed Mind,423.19
R0012266,O00214968,2026-02-24,Damaged Product,287.69
R0012267,O00059277,2026-05-27,Wrong Item,279.63
R0012268,O00423536,2026-07-30,Late Delivery,352.1
R0012269,O00291571,2025-12-17,Wrong Item,417.0
R0012270,O00130159,2025-12-09,Customer Changed Mind,427.74
R0012271,O00309715,2026-06-07,Late Delivery,161.97
R0012272,O00136587,2026-08-10,Late Delivery,159.38
R0012273,O00071548,2025-11-12,Customer Changed Mind,161.53
R0012274,O00098423,2026-04-06,Damaged Product,427.21
R0012275,O00187165,2025-12-06,Customer Changed Mind,94.01
R0012276,O00035697,2026-06-01,Late Delivery,120.02
R0012277,O00454585,2026-06-12,Damaged Product,343.65
R0012278,O00459280,2026-01-12,Customer Changed Mind,44.87
R0012279,O00273733,2026-02-09,Late Delivery,344.23
R0012280,O00330721,2026-07-25,Damaged Product,267.31
R0012281,O00285531,2026-06-30,Wrong Item,64.2
R0012282,O00371982,2025-09-13,Damaged Product,312.4
R0012283,O00472659,2025-10-15,Wrong Item,261.24
R0012284,O00097065,2026-01-29,Customer Changed Mind,196.7
R0012285,O00042496,2025-11-11,Late Delivery,253.02
R0012286,O00366405,2026-07-28,Wrong Item,83.77
R0012287,O00141376,2026-04-23,Customer Changed Mind,236.12
R0012288,O00461898,2025-09-11,Late Delivery,305.12
R0012289,O00186327,2026-03-22,Wrong Item,391.55
R0012290,O00496708,2026-04-21,Wrong Item,200.65
R0012291,O00072135,2025-12-24,Damaged Product,33.48
R0012292,O00168619,2026-02-13,Late Delivery,256.33
R0012293,O00054524,2026-02-28,Damaged Product,116.64
R0012294,O00268517,2025-11-23,Damaged Product,58.3
R0012295,O00292073,2026-02-17,Late Delivery,212.2
R0012296,O00274345,2026-02-14,Wrong Item,25.93
R0012297,O00211422,2025-12-08,Customer Changed Mind,344.73
R0012298,O00099876,2026-04-17,Late Delivery,150.57
R0012299,O00453745,2025-09-19,Late Delivery,200.22
R0012300,O00298605,2025-12-12,Late Delivery,53.55
R0012301,O00375072,2025-11-07,Damaged Product,308.54
R0012302,O00003461,2026-06-07,Wrong Item,384.48
R0012303,O00222870,2026-02-25,Wrong Item,143.27
R0012304,O00213417,2025-10-09,Wrong Item,270.36
R0012305,O00330760,2026-02-05,Wrong Item,326.48
R0012306,O00249197,2026-04-23,Customer Changed Mind,147.83
R0012307,O00492324,2026-02-03,Damaged Product,159.56
R0012308,O00207666,2026-02-28,Customer Changed Mind,468.58
R0012309,O00145491,2026-07-08,Wrong Item,83.27
R0012310,O00041674,2025-10-03,Damaged Product,51.29
R0012311,O00125051,2026-05-23,Customer Changed Mind,241.36
R0012312,O00014162,2025-10-12,Late Delivery,348.15
R0012313,O00070560,2025-12-06,Damaged Product,121.13
R0012314,O00122884,2026-04-24,Customer Changed Mind,136.4
R0012315,O00327078,2025-11-28,Damaged Product,327.29
R0012316,O00338425,2026-01-23,Customer Changed Mind,199.23
R0012317,O00299966,2026-05-21,Customer Changed Mind,68.43
R0012318,O00110897,2026-02-21,Customer Changed Mind,492.9
R0012319,O00176234,2026-06-04,Customer Changed Mind,64.33
R0012320,O00041260,2026-01-19,Wrong Item,34.78
R0012321,O00385856,2025-11-10,Customer Changed Mind,487.67
R0012322,O00287406,2026-02-12,Damaged Product,220.63
R0012323,O00408597,2026-02-18,Late Delivery,393.26
R0012324,O00066816,2026-07-13,Customer Changed Mind,24.92
R0012325,O00287791,2026-08-04,Late Delivery,460.75
R0012326,O00356708,2025-09-12,Damaged Product,285.07
R0012327,O00432991,2026-02-22,Customer Changed Mind,296.49
R0012328,O00101874,2026-07-03,Damaged Product,125.07
R0012329,O00464351,2026-01-28,Customer Changed Mind,360.27
R0012330,O00238165,2025-12-24,Customer Changed Mind,63.28
R0012331,O00435335,2026-04-07,Wrong Item,473.67
R0012332,O00456089,2025-10-10,Damaged Product,14.91
R0012333,O00248816,2026-05-05,Customer Changed Mind,164.83
R0012334,O00192447,2026-01-26,Late Delivery,339.51
R0012335,O00457002,2025-12-16,Damaged Product,239.62
R0012336,O00151835,2026-06-09,Damaged Product,37.56
R0012337,O00466038,2026-05-27,Wrong Item,191.17
R0012338,O00400552,2025-10-08,Late Delivery,178.65
R0012339,O00478696,2025-09-03,Customer Changed Mind,475.02
R0012340,O00060003,2026-04-02,Wrong Item,24.21
R0012341,O00236495,2026-03-26,Customer Changed Mind,160.32
R0012342,O00327148,2026-07-29,Late Delivery,317.92
R0012343,O00314144,2026-01-16,Late Delivery,35.39
R0012344,O00339145,2026-03-08,Damaged Product,400.61
R0012345,O00065774,2026-06-26,Late Delivery,482.92
R0012346,O00125206,2026-02-08,Late Delivery,29.8
R0012347,O00025205,2025-09-30,Wrong Item,299.86
R0012348,O00209349,2025-11-05,Late Delivery,238.39
R0012349,O00350128,2026-05-22,Damaged Product,310.73
R0012350,O00485884,2026-07-28,Wrong Item,122.28
R0012351,O00270261,2026-04-12,Customer Changed Mind,379.03
R0012352,O00301213,2025-10-23,Customer Changed Mind,140.68
R0012353,O00387788,2026-07-29,Wrong Item,359.96
R0012354,O00052002,2026-08-12,Customer Changed Mind,424.28
R0012355,O00335607,2025-12-24,Customer Changed Mind,255.87
R0012356,O00360572,2026-05-04,Wrong Item,341.81
R0012357,O00271632,2025-11-14,Late Delivery,266.8
R0012358,O00033523,2025-10-21,Customer Changed Mind,149.92
R0012359,O00033886,2025-09-13,Damaged Product,11.05
R0012360,O00348528,2026-05-08,Late Delivery,381.39
R0012361,O00234613,2026-07-31,Late Delivery,186.61
R0012362,O00325878,2025-12-23,Late Delivery,341.56
R0012363,O00230872,2026-04-22,Late Delivery,395.05
R0012364,O00421612,2026-06-20,Wrong Item,405.54
R0012365,O00283357,2026-06-05,Customer Changed Mind,221.45
R0012366,O00476804,2026-02-05,Wrong Item,290.06
R0012367,O00140079,2026-05-20,Customer Changed Mind,418.7
R0012368,O00233466,2026-03-17,Late Delivery,489.48
R0012369,O00171913,2026-04-05,Customer Changed Mind,446.19
R0012370,O00422497,2026-01-27,Damaged Product,440.27
R0012371,O00465038,2026-07-01,Damaged Product,358.95
R0012372,O00058690,2026-06-06,Damaged Product,161.27
R0012373,O00187261,2026-07-29,Customer Changed Mind,308.45
R0012374,O00265216,2025-12-30,Late Delivery,397.74
R0012375,O00089983,2026-08-04,Damaged Product,376.13
R0012376,O00319781,2026-02-13,Wrong Item,160.54
R0012377,O00187700,2026-01-19,Customer Changed Mind,286.2
R0012378,O00136037,2026-03-30,Late Delivery,327.34
R0012379,O00433108,2026-04-27,Wrong Item,455.31
R0012380,O00389381,2025-08-30,Customer Changed Mind,229.58
R0012381,O00318791,2025-11-29,Damaged Product,190.51
R0012382,O00184564,2025-08-27,Wrong Item,167.94
R0012383,O00037292,2026-03-05,Wrong Item,295.65
R0012384,O00254979,2026-04-07,Damaged Product,272.96
R0012385,O00480313,2025-11-08,Late Delivery,112.54
R0012386,O00273282,2026-01-20,Late Delivery,64.82
R0012387,O00344790,2026-01-13,Damaged Product,245.27
R0012388,O00175791,2025-11-01,Customer Changed Mind,275.0
R0012389,O00482513,2026-01-10,Late Delivery,33.13
R0012390,O00442050,2025-08-26,Damaged Product,61.47
R0012391,O00220910,2026-06-11,Wrong Item,102.98
R0012392,O00275331,2026-05-02,Wrong Item,211.93
R0012393,O00085859,2025-09-03,Customer Changed Mind,126.22
R0012394,O00210354,2025-08-30,Damaged Product,320.44
R0012395,O00417329,2026-07-03,Damaged Product,226.28
R0012396,O00433337,2026-04-26,Customer Changed Mind,439.55
R0012397,O00397905,2026-03-21,Late Delivery,26.38
R0012398,O00163772,2025-10-31,Customer Changed Mind,260.68
R0012399,O00243014,2025-09-30,Wrong Item,215.28
R0012400,O00109579,2025-11-12,Wrong Item,27.72
R0012401,O00211049,2025-11-09,Late Delivery,136.58
R0012402,O00349975,2026-07-14,Customer Changed Mind,484.11
R0012403,O00043160,2025-08-29,Wrong Item,29.8
R0012404,O00065577,2026-04-04,Damaged Product,217.6
R0012405,O00441550,2026-01-11,Customer Changed Mind,42.21
R0012406,O00310746,2025-11-05,Damaged Product,145.19
R0012407,O00105401,2026-01-27,Customer Changed Mind,450.16
R0012408,O00175145,2026-01-02,Late Delivery,287.2
R0012409,O00262994,2026-07-07,Damaged Product,309.56
R0012410,O00052946,2025-11-16,Wrong Item,125.52
R0012411,O00087763,2026-02-21,Customer Changed Mind,104.55
R0012412,O00168018,2025-12-21,Damaged Product,41.14
R0012413,O00121995,2026-05-06,Damaged Product,277.93
R0012414,O00080158,2026-02-21,Damaged Product,388.69
R0012415,O00149175,2026-06-17,Damaged Product,456.46
R0012416,O00467104,2026-06-19,Late Delivery,465.22
R0012417,O00320888,2025-11-09,Late Delivery,395.42
R0012418,O00292928,2026-01-18,Wrong Item,229.16
R0012419,O00242012,2026-07-17,Customer Changed Mind,365.0
R0012420,O00471227,2026-04-06,Wrong Item,185.82
R0012421,O00185030,2026-06-30,Wrong Item,40.29
R0012422,O00113132,2026-04-18,Damaged Product,495.68
R0012423,O00334444,2026-04-25,Damaged Product,220.07
R0012424,O00266776,2025-11-25,Wrong Item,250.56
R0012425,O00042084,2025-12-10,Customer Changed Mind,163.21
R0012426,O00231788,2025-10-06,Wrong Item,447.99
R0012427,O00057918,2026-01-14,Customer Changed Mind,377.23
R0012428,O00206045,2026-02-03,Damaged Product,342.05
R0012429,O00411207,2026-06-24,Wrong Item,424.01
R0012430,O00010635,2025-10-03,Wrong Item,476.57
R0012431,O00466208,2026-05-05,Late Delivery,428.22
R0012432,O00397362,2026-02-09,Wrong Item,137.96
R0012433,O00380419,2026-06-01,Late Delivery,282.04
R0012434,O00415889,2026-02-24,Damaged Product,407.12
R0012435,O00312742,2026-02-06,Late Delivery,181.66
R0012436,O00199782,2026-03-11,Wrong Item,181.15
R0012437,O00342997,2026-04-01,Customer Changed Mind,431.04
R0012438,O00239396,2026-03-07,Wrong Item,389.73
R0012439,O00194882,2025-12-07,Damaged Product,317.21
R0012440,O00267914,2025-11-27,Wrong Item,191.34
R0012441,O00133243,2026-07-25,Customer Changed Mind,135.88
R0012442,O00448418,2025-08-31,Customer Changed Mind,301.18
R0012443,O00055888,2026-07-13,Damaged Product,487.88
R0012444,O00304631,2025-10-16,Late Delivery,303.21
R0012445,O00066382,2025-09-09,Wrong Item,421.97
R0012446,O00094135,2026-02-20,Customer Changed Mind,475.07
R0012447,O00041111,2026-07-12,Late Delivery,339.49
R0012448,O00365502,2025-12-11,Damaged Product,399.32
R0012449,O00074488,2026-07-05,Wrong Item,143.56
R0012450,O00415598,2026-08-07,Late Delivery,464.57
R0012451,O00019264,2025-11-16,Customer Changed Mind,291.87
R0012452,O00394517,2026-01-01,Damaged Product,292.15
R0012453,O00374402,2026-01-24,Late Delivery,21.03
R0012454,O00190534,2026-03-21,Late Delivery,346.41
R0012455,O00399215,2026-04-21,Wrong Item,383.3
R0012456,O00042077,2026-01-17,Wrong Item,77.13
R0012457,O00417566,2026-06-15,Customer Changed Mind,403.56
R0012458,O00079498,2025-10-29,Late Delivery,220.16
R0012459,O00037241,2026-01-08,Late Delivery,265.33
R0012460,O00475991,2026-01-03,Late Delivery,66.04
R0012461,O00070059,2026-04-17,Customer Changed Mind,144.77
R0012462,O00386184,2026-02-04,Damaged Product,72.38
R0012463,O00353802,2025-10-27,Wrong Item,328.9
R0012464,O00226556,2026-02-09,Customer Changed Mind,339.04
R0012465,O00156524,2026-03-06,Damaged Product,335.94
R0012466,O00342933,2026-06-06,Wrong Item,211.06
R0012467,O00330666,2025-09-23,Damaged Product,255.9
R0012468,O00001090,2025-12-07,Wrong Item,376.22
R0012469,O00229602,2025-12-05,Customer Changed Mind,266.72
R0012470,O00318977,2026-01-02,Customer Changed Mind,168.38
R0012471,O00330826,2026-03-11,Wrong Item,424.23
R0012472,O00083266,2026-06-13,Late Delivery,404.13
R0012473,O00125229,2026-02-02,Customer Changed Mind,309.2
R0012474,O00365249,2026-03-29,Customer Changed Mind,401.29
R0012475,O00484029,2025-10-11,Wrong Item,214.32
R0012476,O00261428,2026-06-21,Wrong Item,80.64
R0012477,O00229406,2025-12-14,Wrong Item,208.14
R0012478,O00101226,2026-05-06,Damaged Product,132.67
R0012479,O00036525,2026-01-11,Late Delivery,434.98
R0012480,O00216465,2025-08-27,Damaged Product,346.62
R0012481,O00102053,2025-11-28,Customer Changed Mind,245.34
R0012482,O00409796,2025-09-06,Late Delivery,59.62
R0012483,O00169862,2025-11-20,Customer Changed Mind,318.71
R0012484,O00366657,2025-10-18,Customer Changed Mind,28.32
R0012485,O00013940,2026-05-02,Late Delivery,137.81
R0012486,O00000985,2025-12-18,Customer Changed Mind,251.87
R0012487,O00253703,2025-10-22,Damaged Product,224.45
R0012488,O00488436,2026-01-07,Wrong Item,285.34
R0012489,O00113956,2026-02-17,Customer Changed Mind,69.38
R0012490,O00477591,2026-01-03,Late Delivery,164.63
R0012491,O00321815,2026-08-11,Wrong Item,219.84
R0012492,O00033681,2025-09-23,Damaged Product,433.93
R0012493,O00285792,2026-04-22,Late Delivery,460.91
R0012494,O00384901,2026-08-14,Customer Changed Mind,184.0
R0012495,O00161873,2025-11-17,Damaged Product,196.56
R0012496,O00279659,2025-10-12,Late Delivery,88.92
R0012497,O00249471,2025-12-24,Late Delivery,397.19
R0012498,O00069366,2026-06-26,Customer Changed Mind,405.96
R0012499,O00233012,2026-06-24,Damaged Product,249.36
R0012500,O00023172,2026-04-26,Wrong Item,465.01
R0012501,O00263792,2026-06-28,Damaged Product,223.25
R0012502,O00428341,2026-07-04,Damaged Product,142.89
R0012503,O00169259,2026-08-19,Customer Changed Mind,430.56
R0012504,O00142107,2025-11-27,Wrong Item,143.49
R0012505,O00059927,2025-10-26,Customer Changed Mind,104.94
R0012506,O00084819,2026-08-17,Wrong Item,451.31
R0012507,O00460356,2026-02-14,Wrong Item,304.24
R0012508,O00285024,2026-04-21,Customer Changed Mind,130.86
R0012509,O00357652,2025-10-26,Wrong Item,428.58
R0012510,O00016253,2026-03-22,Late Delivery,59.09
R0012511,O00325123,2025-11-23,Wrong Item,110.64
R0012512,O00152478,2025-10-19,Wrong Item,98.55
R0012513,O00271513,2025-12-17,Customer Changed Mind,192.94
R0012514,O00183692,2026-03-03,Wrong Item,114.05
R0012515,O00228776,2026-08-20,Damaged Product,262.24
R0012516,O00411262,2026-04-27,Damaged Product,149.27
R0012517,O00269942,2025-10-02,Customer Changed Mind,325.27
R0012518,O00184843,2025-10-24,Wrong Item,466.42
R0012519,O00323461,2025-12-28,Late Delivery,409.83
R0012520,O00423726,2025-09-09,Wrong Item,106.48
R0012521,O00135075,2026-03-17,Late Delivery,266.85
R0012522,O00063574,2026-05-29,Wrong Item,425.16
R0012523,O00238767,2025-11-07,Wrong Item,59.38
R0012524,O00215195,2026-02-05,Wrong Item,156.95
R0012525,O00186298,2025-10-17,Late Delivery,424.6
R0012526,O00015946,2025-11-04,Wrong Item,448.85
R0012527,O00112646,2026-04-16,Late Delivery,36.77
R0012528,O00081123,2026-05-24,Late Delivery,397.9
R0012529,O00144901,2026-05-22,Customer Changed Mind,213.54
R0012530,O00072845,2026-04-26,Customer Changed Mind,53.01
R0012531,O00398369,2026-06-16,Customer Changed Mind,78.45
R0012532,O00234691,2026-02-27,Customer Changed Mind,283.21
R0012533,O00334906,2026-08-08,Late Delivery,39.85
R0012534,O00255721,2026-03-10,Late Delivery,137.9
R0012535,O00254694,2026-03-17,Damaged Product,292.56
R0012536,O00025725,2026-08-17,Customer Changed Mind,111.97
R0012537,O00265007,2025-11-10,Wrong Item,410.33
R0012538,O00094346,2026-05-12,Wrong Item,305.91
R0012539,O00373077,2026-07-20,Customer Changed Mind,354.76
R0012540,O00188051,2025-11-11,Wrong Item,406.01
R0012541,O00233034,2026-06-30,Damaged Product,284.36
R0012542,O00328730,2025-10-21,Customer Changed Mind,357.01
R0012543,O00143775,2026-05-24,Wrong Item,304.57
